url,status_now,score,hits_404log,first_seen,last_seen,gsc_clicks,gsc_impr,ai_impr,googlebot_14d,ext_ref_14d,relevance,content_row_exists,closest_live_page,similarity,classification,proposed_destination,curated_decision,curated_destination,curated_reason
/p/pool-heater-cost-calculator,404,23.0,23,2026-07-13,2026-09-20,0,0,0,0,0,off-topic/maintenance,False,/p/pool-heating-cost-calculator,0.5,REDIRECT (equivalent page),/p/pool-heating-cost-calculator,,,
/p/pool-rental-amenities,404,23.0,23,2026-07-14,2026-09-24,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/ultimate-guide-to-pool-maintenance-and-hosting-unforgettable-pool-parties,404,23.0,23,2026-07-07,2026-09-25,0,0,0,0,0,core,False,/p/ultimate-guide-to-maintaining-your-swimming-pool-and-hosting-unforgettable-pool-parties-in-the-usa,0.57,REDIRECT (equivalent page),/p/ultimate-guide-to-maintaining-your-swimming-pool-and-hosting-unforgettable-pool-parties-in-the-usa,,,
/p/ultimate-guide-to-pool-rental-apps,404,23.0,23,2026-07-13,2026-09-16,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/ultimate-guide-to-profitable-pool-hosting,404,23.0,23,2026-07-14,2026-09-23,0,0,0,0,0,core,False,/p/hosting,0.5,REDIRECT (equivalent page),/p/hosting,,,
/p/how-to-set-the-right-hourly-rate-for-your-pool,404,22.0,22,2026-07-14,2026-09-23,0,0,0,0,0,core,False,/p/pool-heating-guide-australia,0.17,410,,,,
/p/is-pool-rental-insurance-provided,404,22.0,22,2026-07-12,2026-09-24,0,0,0,0,0,core,False,/p/about,0.25,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/lsi-pool-water-balance,404,22.0,22,2026-07-14,2026-09-24,0,0,0,0,0,general,False,/p/cleanwatermanagementforpoolrentals,0.25,410,,,,
/p/pool-chemical-safety-101,404,22.0,22,2026-07-13,2026-09-20,0,0,0,0,0,off-topic/maintenance,False,/p/pool-safety-essentials,0.25,410,,,,
/p/pool-rental-insurance-liability,404,22.0,22,2026-07-13,2026-09-22,0,0,0,0,0,core,False,/p/about,0.25,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/prepare-backyard-for-pool-guests,404,22.0,22,2026-07-09,2026-09-12,0,0,0,0,0,core,False,/p/howitworksforguests,0.25,410,,,,
/p/backyard-oasis-tips,404,21.0,16,2026-08-14,2026-09-22,0,0,0,1,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.25,410,,,,
/p/diy-pool-cleaning-secrets,404,21.0,21,2026-07-11,2026-09-11,0,0,0,0,0,off-topic/maintenance,False,/p/blood-in-pool-cleaning-and-safety-guide,0.2,410,,,,
/p/howard-county-safety,404,21.0,21,2026-08-11,2026-09-09,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.25,410,,,,
/p/liquid-chlorine-vs-tablet-chlorine,404,21.0,21,2026-07-12,2026-09-25,0,0,0,0,0,off-topic/maintenance,False,/p/best-chlorine-for-pools,0.33,410,,,,
/p/lower-cost-pool-ownership,404,21.0,21,2026-07-14,2026-09-12,0,0,0,0,0,general,False,/p/cost-of-building-a-pool-in-2026,0.2,410,,,,
/p/ohio-pool-build-costs,404,21.0,21,2026-07-07,2026-09-23,0,0,0,0,0,general,False,/p/pool-rentals-ohio,0.25,410,,,,
/p/perfect-guest-experience,404,21.0,11,2026-08-11,2026-09-24,0,0,0,2,0,core,False,/p/fivestarguestcheckin,0.25,410,,,,
/p/pool-chemical-management-for-new-owners,404,21.0,21,2026-07-11,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,/p/cleanwatermanagementforpoolrentals,0.2,410,,,,
/p/pool-cleaning-101,404,21.0,21,2026-07-13,2026-09-21,0,0,0,0,0,off-topic/maintenance,False,/p/blood-in-pool-cleaning-and-safety-guide,0.25,410,,,,
/p/pool-maintenance-rental-properties,404,21.0,21,2026-07-13,2026-09-21,0,0,0,0,0,core,False,/p/pool-maintenance,0.33,410,,,,
/p/pool-privacy-tips,404,21.0,21,2026-07-13,2026-09-24,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.33,410,,,,
/p/pool-rental-cost,404,21.0,21,2026-07-14,2026-09-24,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/pool-rental-liability-insurance,404,21.0,21,2026-07-14,2026-09-25,0,0,0,0,0,core,False,/p/about,0.25,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/pool-rental-taxes-guide,404,21.0,21,2026-07-07,2026-09-23,0,0,0,0,0,core,False,/p/pool-rental-taxes,1.0,REDIRECT (equivalent page),/p/pool-rental-taxes,,,
/p/preparing-your-backyard-for-guests,404,21.0,21,2026-07-13,2026-09-15,0,0,0,0,0,core,False,/p/howitworksforguests,0.25,410,,,,
/p/safety,404,21.0,21,2026-07-15,2026-09-23,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.5,REDIRECT (equivalent page),/p/pool-safety-essentials,,,
/p/winterizing-mi-pools,404,21.0,21,2026-07-14,2026-09-15,0,0,0,0,0,general,False,/p/winterizing-a-pool,0.5,REDIRECT (equivalent page),/p/winterizing-a-pool,,,
/p/how-to-list-your-pool-for-rent,404,20.0,20,2026-07-12,2026-09-25,0,0,0,0,0,core,False,/p/list-your-pool,0.5,REDIRECT (equivalent page),/p/list-your-pool,,,
/p/is-it-safe-to-rent-out-your-pool,404,20.0,20,2026-07-14,2026-09-15,0,0,0,0,0,core,False,/p/is-it-legal-to-rent-out-your-pool,0.6,REDIRECT (equivalent page),/p/is-it-legal-to-rent-out-your-pool,,,
/p/managing-pool-rental-guests,404,20.0,20,2026-07-12,2026-09-24,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/pool-renovations-for-roi,404,20.0,20,2026-07-14,2026-09-22,0,0,0,0,0,general,False,/p/elearning-academy-mastering-digital-waivers-roi-calculators-signage,0.11,410,,,,
/p/pool-rules-for-your-rental-listing,404,20.0,20,2026-07-12,2026-09-22,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/safety-compliance,404,20.0,20,2026-08-12,2026-09-22,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.33,410,,,,
/p/winterizing-your-pool-guide,404,20.0,20,2026-07-13,2026-09-25,0,0,0,0,0,general,False,/p/winterizing-a-pool,1.0,REDIRECT (equivalent page),/p/winterizing-a-pool,,,
/p/average-income,404,19.0,19,2026-07-08,2026-09-23,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.33,410,,,,
/p/best-ohio-pool-heaters,404,19.0,19,2026-07-14,2026-09-23,0,0,0,0,0,off-topic/maintenance,False,/p/pool-rentals-ohio,0.33,410,,,,
/p/essential-pool-amenities,404,19.0,19,2026-07-12,2026-09-11,0,0,0,0,0,general,False,/p/best-photoshoots-pool-amenities,0.33,410,,,,
/p/how-much-can-i-earn-renting-my-pool,404,19.0,14,2026-08-12,2026-09-24,0,0,0,1,0,core,False,/p/how-much-can-i-rent-my-pool-for,0.57,REDIRECT (equivalent page),/p/how-much-can-i-rent-my-pool-for,,,
/p/how-to-make-your-pool-a-rental,404,19.0,19,2026-07-15,2026-09-19,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/safety-rules-for-pool-hosts,404,19.0,19,2026-07-13,2026-09-25,0,0,0,0,0,core,False,/p/pool-safety-for-hosts,0.67,REDIRECT (equivalent page),/p/pool-safety-for-hosts,,,
/p/a-complete-guide-to-pool-safety-for-homeowners,404,18.0,18,2026-07-07,2026-09-22,0,0,0,0,0,general,False,/p/pool-maintenance,0.25,410,,,,
/p/best-amenities-for-pool-rentals,404,18.0,18,2026-07-10,2026-09-07,0,0,0,0,0,core,False,/p/pool-rentals,0.5,REDIRECT (equivalent page),/p/pool-rentals,,,
/p/cleaning-and-maintaining-your-pool-deck,404,18.0,18,2026-08-14,2026-09-25,0,0,0,0,0,off-topic/maintenance,False,/p/blood-in-pool-cleaning-and-safety-guide,0.2,410,,,,
/p/host-checklist,404,18.0,18,2026-07-13,2026-09-24,0,0,0,0,0,core,False,/p/pool-host-checklist,1.0,REDIRECT (equivalent page),/p/pool-host-checklist,,,
/p/how-much-can-you-earn-renting-your-pool,404,18.0,18,2026-07-15,2026-09-22,0,0,0,0,0,core,False,/p/how-much-can-you-make-renting-your-pool,0.6,REDIRECT (equivalent page),/p/how-much-can-you-make-renting-your-pool,,,
/p/how-to-clean-pool-after-party,404,18.0,18,2026-07-14,2026-09-13,0,0,0,0,0,core,False,/p/cleanwatermanagementforpoolrentals,0.25,410,,,,
/p/managing-pool-chemicals-for-high-usage,404,18.0,18,2026-07-13,2026-09-23,0,0,0,0,0,off-topic/maintenance,False,/p/elearning-academy-managing-high-risk-non-compliant-renters,0.2,410,,,,
/p/pool-chemical-safety-for-hosts,404,18.0,18,2026-07-07,2026-09-14,0,0,0,0,0,core,False,/p/pool-safety-for-hosts,0.67,REDIRECT (equivalent page),/p/pool-safety-for-hosts,,,
/p/ri,404,18.0,18,2026-07-10,2026-09-14,0,0,0,0,0,general,False,/p/providence,0.5,REDIRECT (equivalent page),/p/providence,,,
/p/safety-and-insurance-what-pool-hosts-need-to-know,404,18.0,18,2026-07-14,2026-09-06,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.5,REDIRECT (equivalent page) — INSURANCE TOPIC: Derek decides (rule 8),/p/insurance-guide-for-pool-owners,,,
/p/saltwater-vs-chlorine,404,18.0,18,2026-08-14,2026-09-24,0,0,0,0,0,off-topic/maintenance,False,/p/best-chlorine-for-pools,0.5,REDIRECT (equivalent page),/p/best-chlorine-for-pools,,,
/p/the-ultimate-guide-to-pool-chemicals,404,18.0,18,2026-07-07,2026-09-19,0,0,0,0,0,off-topic/maintenance,False,/p/too-many-pool-chemicals-risks-and-fixes,0.2,410,,,,
/p/the-ultimate-pool-host-checklist,404,18.0,18,2026-07-12,2026-09-22,0,0,0,0,0,core,False,/p/pool-host-checklist,1.0,REDIRECT (equivalent page),/p/pool-host-checklist,,,
/p/average-pool-rental-prices,404,17.0,17,2026-07-14,2026-09-01,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/expert-pool-service-and-maintenance-guide,404,17.0,17,2026-07-16,2026-09-22,0,0,0,0,0,general,False,/p/pool-maintenance,0.33,410,,,,
/p/how-to-make-your-pool-stand-out,404,17.0,17,2026-07-08,2026-09-22,0,0,0,0,0,general,False,/p/make-money-renting-out-your-pool,0.4,REDIRECT (closest topic),/p/make-money-renting-out-your-pool,,,
/p/maximizing-earnings,404,17.0,17,2026-07-13,2026-09-23,0,0,0,0,0,core,False,/p/antidis,0.33,410,,,,
/p/pool-rental-tips,404,17.0,17,2026-07-15,2026-09-14,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/website,404,17.0,17,2026-09-08,2026-09-11,0,0,0,0,0,general,False,,0,410,,,,
/p/),404,16.0,16,2026-07-10,2026-09-23,0,0,0,0,0,general,False,,0,410,,,,
/p/6859edfe-7af8-4b9e-9e13-b22b2617610f,404,16.0,16,2026-07-12,2026-09-25,0,0,0,0,0,general,False,,0,410,,,,
/p/eco-heating-tips,404,16.0,16,2026-07-14,2026-09-23,0,0,0,0,0,general,False,/p/pool-heating-guide-australia,0.25,410,,,,
/p/how-much-does-it-cost-to-build-an-in-ground-pool,404,16.0,16,2026-07-07,2026-09-14,0,0,0,0,0,general,False,/p/how-long-does-it-take-to-build-a-pool,0.38,REDIRECT (closest topic),/p/how-long-does-it-take-to-build-a-pool,,,
/p/how-to-prepare-your-pool-for-rental-guests,404,16.0,16,2026-07-06,2026-09-24,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/managing-pool-rental-schedule,404,16.0,16,2026-07-15,2026-09-23,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/pool-host-safety-rules,404,16.0,16,2026-07-07,2026-09-22,0,0,0,0,0,core,False,/p/pool-safety-rules-every-host-should-post,0.5,REDIRECT (equivalent page),/p/pool-safety-rules-every-host-should-post,,,
/p/pool-maintenance-guide-for-hosts,404,16.0,16,2026-07-13,2026-09-17,0,0,0,0,0,core,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/pool-service-cost,404,16.0,16,2026-07-22,2026-09-25,0,0,0,0,0,general,False,/p/cost-of-building-a-pool-in-2026,0.25,410,,,,
/p/pool-water-chemistry-guide,404,16.0,16,2026-07-06,2026-09-23,0,0,0,0,0,general,False,/p/water-chemistry-basics,0.67,REDIRECT (equivalent page),/p/water-chemistry-basics,,,
/p/amenities,404,15.0,15,2026-07-12,2026-09-23,0,0,0,0,0,general,False,/p/best-photoshoots-pool-amenities,0.5,REDIRECT (equivalent page),/p/best-photoshoots-pool-amenities,,,
/p/bay-area-roi,404,15.0,15,2026-07-10,2026-09-15,0,0,0,0,0,general,False,/p/green-bay,0.25,410,,,,
/p/cleaning-guide,404,15.0,15,2026-07-15,2026-09-23,0,0,0,0,0,off-topic/maintenance,False,/p/blood-in-pool-cleaning-and-safety-guide,0.33,410,,,,
/p/elearning-academy-advanced-host-strategies,404,15.0,15,2026-07-08,2026-09-25,0,0,0,0,0,core,False,/p/elearning-academy-drowning-prevention-strategies,0.57,REDIRECT (equivalent page),/p/elearning-academy-drowning-prevention-strategies,,,
/p/elearning-academy-start-a-business-renting-out-your-pool,404,15.0,15,2026-07-10,2026-09-25,0,0,0,0,0,core,False,/p/elearning-academy-start-a-business-with-pool-rental-near-me-management,0.4,REDIRECT (closest topic),/p/elearning-academy-start-a-business-with-pool-rental-near-me-management,,,
/p/essential-pool-safety-gear,404,15.0,15,2026-07-15,2026-09-18,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.25,410,,,,
/p/increase-your-pool-rental-income,404,15.0,15,2026-07-13,2026-09-23,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.5,REDIRECT (equivalent page),/p/taxesforpoolhosts,,,
/p/pool-rental-liability,404,15.0,15,2026-07-10,2026-09-01,0,0,0,0,0,core,False,/p/about,0.33,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/ct,404,14.0,14,2026-07-15,2026-09-23,0,0,0,0,0,general,False,/p/riverside-ct,0.5,REDIRECT (equivalent page),/p/riverside-ct,,,
/p/how-to-clean-a-green-pool,404,14.0,14,2026-07-10,2026-09-17,0,0,0,0,0,general,False,/p/cleanwatermanagementforpoolrentals,0.33,410,,,,
/p/maximizing-rental-income,404,14.0,14,2026-07-15,2026-09-23,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.5,REDIRECT (equivalent page),/p/taxesforpoolhosts,,,
/p/pool-amenities-value,404,14.0,14,2026-07-13,2026-08-26,0,0,0,0,0,general,False,/p/best-photoshoots-pool-amenities,0.33,410,,,,
/p/pool-cleaning-tips,404,14.0,14,2026-07-13,2026-09-13,0,0,0,0,0,off-topic/maintenance,False,/p/pool-maintenance-tips,0.33,410,,,,
/p/preparing-your-pool-for-guests,404,14.0,14,2026-07-10,2026-09-14,0,0,0,0,0,core,False,/p/howitworksforguests,0.33,410,,,,
/p/safety-equipment-every-pool-host-needs,404,14.0,14,2026-08-14,2026-09-22,0,0,0,0,0,core,False,/p/pool-safety-rules-every-host-should-post,0.38,410,,,,
/p/tax-implications-renting-pool,404,14.0,9,2026-08-25,2026-09-25,0,0,0,1,0,core,False,/p/taxesforpoolhosts,0.5,REDIRECT (equivalent page),/p/taxesforpoolhosts,,,
/p/ultimate-pool-maintenance-guide,404,14.0,14,2026-08-14,2026-09-23,0,0,0,0,0,general,False,/p/pool-maintenance,1.0,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/elearning-academy-partnership-opportunities,404,13.0,13,2026-08-10,2026-09-24,0,0,0,0,0,core,False,/p/elearning-academy-ai-for-pool-hosts,0.33,410,,,,
/p/how-much-does-it-cost-to-rent-a-pool,404,13.0,13,2026-08-17,2026-09-25,0,0,0,0,0,core,False,/p/is-it-legal-to-rent-out-your-pool,0.29,410,,,,
/p/how-to-calculate-pool-rental-rates,404,13.0,13,2026-08-12,2026-09-23,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/in-ground-pool-maintenance,404,13.0,13,2026-08-14,2026-09-23,0,0,0,0,0,general,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/liability-insurance-explained,404,13.0,13,2026-08-11,2026-09-09,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.25,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/make-money-with-pool-rentals-no-pool-required,404,13.0,13,2026-07-07,2026-09-23,0,0,0,0,0,core,False,/p/make-money-with-pool-rentals,0.6,REDIRECT (equivalent page),/p/make-money-with-pool-rentals,,,
/p/ndlvx6f18gnzjw-blu6j4hjk3kfburijenjw-6o5zpu,404,13.0,13,2026-09-09,2026-09-11,0,0,0,0,0,general,False,,0,410,,,,
/p/passive-income-for-homeowners-rent-out-your-pool,404,13.0,13,2026-08-14,2026-09-24,0,0,0,0,0,core,False,/p/how-to-rent-out-your-pool,0.4,410,,,,
/p/pool-rental-rules-template,404,13.0,13,2026-08-21,2026-09-25,0,0,0,0,0,core,False,/p/pool-rental-agreement-template,0.5,REDIRECT (equivalent page),/p/pool-rental-agreement-template,,,
/p/prepare-pool-for-rental,404,13.0,13,2026-07-13,2026-09-25,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/what-is-the-best-pool-temperature-for-rentals,404,13.0,13,2026-08-15,2026-09-23,0,0,0,0,0,core,False,/p/pool-rentals,0.5,REDIRECT (equivalent page),/p/pool-rentals,,,
/p/common-pool-maintenance-mistakes,404,12.0,12,2026-07-11,2026-09-21,0,0,0,0,0,general,False,/p/pool-maintenance,0.33,410,,,,
/p/eco-friendly-pool-maintenance-tips,404,12.0,12,2026-08-14,2026-09-23,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.5,REDIRECT (equivalent page),/p/pool-maintenance-tips,,,
/p/is-it-legal-to-rent-my-pool,404,12.0,12,2026-08-14,2026-09-23,0,0,0,0,0,core,False,/p/is-it-legal-to-rent-out-your-pool,0.6,REDIRECT (equivalent page),/p/is-it-legal-to-rent-out-your-pool,,,
/p/link,404,12.0,12,2026-07-12,2026-09-25,0,0,0,0,0,general,False,,0,410,,,,
/p/pool-fence-laws-safety,404,12.0,12,2026-08-14,2026-09-15,0,0,0,0,0,general,False,/p/pool-fence-buying-guide-safety-materials-design,0.33,410,,,,
/p/pool-hosting-insurance-safety,404,12.0,12,2026-08-11,2026-09-23,0,0,0,0,0,core,False,/p/pool-safety-tech-guide-2026,0.4,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/price-your-pool-rental,404,12.0,12,2026-08-14,2026-09-24,0,0,0,0,0,core,False,/p/setting-your-pool-rental-price,0.67,REDIRECT (equivalent page),/p/setting-your-pool-rental-price,,,
/p/winterizing-wa-pools,404,12.0,12,2026-08-15,2026-09-25,0,0,0,0,0,general,False,/p/winterizing-a-pool,0.5,REDIRECT (equivalent page),/p/winterizing-a-pool,,,
/p/best-apps-to-rent-a-pool-by-the-hour,404,11.0,11,2026-08-14,2026-09-23,0,0,0,0,0,core,False,/p/pool-party-ideas-summer-2026,0.29,410,,,,
/p/elearning-academy-how-to-get-5-star-reviews,404,11.0,11,2026-08-31,2026-09-13,0,0,0,0,0,core,False,/p/elearning-academy-the-psychology-of-5-star-reviews-engineered-delight,0.56,REDIRECT (equivalent page),/p/elearning-academy-the-psychology-of-5-star-reviews-engineered-delight,,,
/p/high-end-pool-features,404,11.0,11,2026-08-14,2026-09-24,0,0,0,0,0,general,False,/p/accessibility-features-inclusive-pools,0.2,410,,,,
/p/how-much-does-it-cost-to-buy-a-pool,404,11.0,11,2026-07-15,2026-09-14,0,0,0,0,0,general,False,/p/how-long-does-it-take-to-build-a-pool,0.25,410,,,,
/p/how-to-get-your-pool-ready-for-guests,404,11.0,11,2026-08-14,2026-09-24,0,0,0,0,0,core,False,/p/howitworksforguests,0.25,410,,,,
/p/how-to-prepare-your-pool-for-guests,404,11.0,11,2026-08-14,2026-09-22,0,0,0,0,0,core,False,/p/howitworksforguests,0.33,410,,,,
/p/improving-backyard-privacy,404,11.0,11,2026-08-12,2026-09-21,0,0,0,0,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.25,410,,,,
/p/insurance-for-pool-hosting,404,11.0,11,2026-08-11,2026-09-15,0,0,0,0,0,core,False,/p/hosting,0.5,REDIRECT (equivalent page) — INSURANCE TOPIC: Derek decides (rule 8),/p/hosting,,,
/p/managing-guest-expectations,404,11.0,11,2026-08-11,2026-09-24,0,0,0,0,0,core,False,/p/fivestarguestcheckin,0.25,410,,,,
/p/marketing-your-pool-rental,404,11.0,11,2026-08-21,2026-09-22,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/opening-your-pool-for-the-season,404,11.0,11,2026-08-11,2026-09-23,0,0,0,0,0,general,False,/p/opening-a-pool,1.0,REDIRECT (equivalent page),/p/opening-a-pool,,,
/p/pool-lighting-ideas,404,11.0,11,2026-08-14,2026-09-23,0,0,0,0,0,general,False,/p/poolside-brunch-ideas,0.25,410,,,,
/p/rules-for-renting-your-pool-to-strangers,404,11.0,11,2026-08-14,2026-09-23,0,0,0,0,0,core,False,/p/pool-rules-generator,0.25,410,,,,
/p/safety-requirements,404,11.0,11,2026-08-14,2026-09-14,0,0,0,0,0,general,False,/p/pool-safety-requirements-for-hosts,0.67,REDIRECT (equivalent page),/p/pool-safety-requirements-for-hosts,,,
/p/summer-maintenance-tips,404,11.0,11,2026-08-14,2026-09-25,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.67,REDIRECT (equivalent page),/p/pool-maintenance-tips,,,
/p/common-direct-pool-owner-questions,404,10.0,10,2026-08-14,2026-09-15,0,0,0,0,0,general,False,/p/faq,0.2,410,,,,
/p/elearning-academy-seasonal-revenue-strategies,404,10.0,10,2026-07-09,2026-09-16,0,0,0,0,0,core,False,/p/elearning-academy-drowning-prevention-strategies,0.43,410,,,,
/p/finding-cheap-pool-service,404,10.0,10,2026-08-26,2026-09-15,0,0,0,0,0,general,False,/p/large-pool-cleaning-service-guide,0.2,410,,,,
/p/guide-to-pool-cleaning-and-maintenance,404,10.0,10,2026-08-14,2026-09-24,0,0,0,0,0,off-topic/maintenance,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/host-income-tips,404,10.0,10,2026-08-15,2026-09-25,0,0,0,0,0,core,False,/p/become-a-host,0.25,410,,,,
/p/how-to-balance-pool-chemicals,404,10.0,10,2026-08-14,2026-09-23,0,0,0,0,0,off-topic/maintenance,False,/p/too-many-pool-chemicals-risks-and-fixes,0.17,410,,,,
/p/how-to-make-money-with-your-pool,404,10.0,10,2026-08-15,2026-09-22,0,0,0,0,0,core,False,/p/make-money,1.0,REDIRECT (equivalent page),/p/make-money,,,
/p/insurance-explained,404,10.0,10,2026-08-16,2026-09-24,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.33,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/marketing-your-pool,404,10.0,10,2026-08-23,2026-09-15,0,0,0,0,0,general,False,/p/host-marketing-playbook,0.33,410,,,,
/p/modernize-older-pool,404,10.0,10,2026-08-15,2026-09-25,0,0,0,0,0,general,False,,0,410,,,,
/p/opening-your-pool-for-the-summer,404,10.0,10,2026-08-14,2026-09-25,0,0,0,0,0,general,False,/p/opening-pool-for-summer,1.0,REDIRECT (equivalent page),/p/opening-pool-for-summer,,,
/p/perfect-pool-listing,404,10.0,10,2026-08-14,2026-09-24,0,0,0,0,0,core,False,/p/ai-listing-generator,0.25,410,,,,
/p/pool-hosting-safety-guide,404,10.0,10,2026-08-17,2026-09-22,0,0,0,0,0,core,False,/p/hosting,0.5,REDIRECT (equivalent page),/p/hosting,,,
/p/pool-operating-costs-guide,404,10.0,10,2026-08-12,2026-09-24,0,0,0,0,0,general,False,/p/elearning-academy-winterizing-your-rental-pool-off-season-protection-costs,0.11,410,,,,
/p/pool-rental-for-parties,404,10.0,10,2026-08-25,2026-09-22,0,0,0,0,0,core,False,/p/birthday-parties-pool-rental-policy,0.5,REDIRECT (equivalent page),/p/birthday-parties-pool-rental-policy,,,
/p/pool-rental-insurance-safety,404,10.0,10,2026-08-17,2026-09-18,0,0,0,0,0,core,False,/p/trustsafety,0.5,REDIRECT (equivalent page) — INSURANCE TOPIC: Derek decides (rule 8),/p/trustsafety,,,
/p/pool-rental-tips-for-professional-hosts,404,10.0,10,2026-08-20,2026-09-23,0,0,0,0,0,core,False,/p/pool-rental-guarantees,0.4,410,,,,
/p/pool-safety-fences,404,10.0,10,2026-08-14,2026-09-19,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.33,410,,,,
/p/starting-a-pool-rental-business,404,10.0,10,2026-08-11,2026-09-17,0,0,0,0,0,core,False,/p/swim-instructor-pool-rental,0.4,410,,,,
/p/backyard-marketing,404,9.0,9,2026-08-13,2026-09-24,0,0,0,0,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.33,410,,,,
/p/elearning-academy-llc-formation-for-pool-hosts,404,9.0,9,2026-07-14,2026-09-15,0,0,0,0,0,core,False,/p/elearning-academy-ai-for-pool-hosts,0.5,REDIRECT (equivalent page),/p/elearning-academy-ai-for-pool-hosts,,,
/p/how-to-clean-a-pool-filter,404,9.0,9,2026-08-14,2026-09-24,0,0,0,0,0,off-topic/maintenance,False,/p/cleanwatermanagementforpoolrentals,0.33,410,,,,
/p/increase-rental-value,404,9.0,9,2026-08-21,2026-09-19,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/maryland-pool-maintenance,404,9.0,9,2026-08-13,2026-09-11,0,0,0,0,0,general,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/maximizing-pool-income,404,9.0,9,2026-08-11,2026-09-24,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.33,410,,,,
/p/miami,404,9.0,9,2026-07-15,2026-09-17,0,0,0,0,0,general,False,/p/become-a-swimming-pool-host-miami-fl,0.2,410,,,,
/p/pool-chemical-balance,404,9.0,9,2026-08-14,2026-09-25,0,0,0,0,0,off-topic/maintenance,False,/p/become-a-swimming-pool-host-indianapolis-city-balance-in,0.14,410,,,,
/p/pool-cleaning-for-hosts,404,9.0,9,2026-08-15,2026-09-22,0,0,0,0,0,core,False,/p/blood-in-pool-cleaning-and-safety-guide,0.5,REDIRECT (equivalent page),/p/blood-in-pool-cleaning-and-safety-guide,,,
/p/pool-heating-costs,404,9.0,9,2026-08-14,2026-09-16,0,0,0,0,0,general,False,/p/pool-heating-guide-australia,0.33,410,,,,
/p/pool-rental-marketing-for-beginners,404,9.0,9,2026-08-20,2026-09-20,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/pool-safety-rules,404,9.0,9,2026-08-15,2026-09-15,0,0,0,0,0,general,False,/p/pool-rules-generator,0.33,410,,,,
/p/post-party-cleanup-guide,404,9.0,9,2026-08-21,2026-09-18,0,0,0,0,0,core,False,/p/how-to-host-a-pool-party,0.25,410,,,,
/p/pricing-pool-rental,404,9.0,9,2026-08-23,2026-09-16,0,0,0,0,0,core,False,/p/pool-rental-pricing-strategy,0.67,REDIRECT (equivalent page),/p/pool-rental-pricing-strategy,,,
/p/safety-rules,404,9.0,9,2026-08-14,2026-09-15,0,0,0,0,0,general,False,/p/pool-rules-generator,0.33,410,,,,
/p/salt-water-pool-vs-chlorine-which-is-better,404,9.0,9,2026-07-15,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,/p/water-chemistry-basics,0.29,410,,,,
